Suburb,Address,Rooms,Type,Price,Seller,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Region
Dandenong North,7 Buchan St,5,h,895000,Barry,2017-07-22,24.7,5.0,2.0,4.0,779.0,186.0,1970.0,South-Eastern Metropolitan
Delahey,11 Barley Ct,4,h,505000,YPA,2017-07-22,18.0,4.0,2.0,2.0,344.0,105.9,1995.0,Western Metropolitan
Doncaster,5 Alma Ct,5,h,1530000,Barry,2017-07-22,12.4,5.0,3.0,2.0,851.0,215.0,1975.0,Eastern Metropolitan
Doncaster East,45 Elizabeth St,4,h,1385000,Jellis,2017-07-22,14.3,4.0,3.0,2.0,417.0,203.0,1980.0,Eastern Metropolitan
Doveton,33 Kanooka Gr,2,h,472500,C21,2017-07-22,28.8,2.0,1.0,2.0,590.0,74.0,1960.0,South-Eastern Metropolitan
Elsternwick,16 Allison Rd,3,h,1975000,Biggin,2017-07-22,7.2,3.0,2.0,2.0,458.0,165.0,1900.0,Southern Metropolitan
Essendon North,18 Royal Av,3,h,1535000,Jellis,2017-07-22,8.2,3.0,1.0,2.0,811.0,152.0,1925.0,Western Metropolitan
Fawkner,115 Lorne St,2,h,830000,Stockdale,2017-07-22,13.1,2.0,1.0,1.0,779.0,102.0,1950.0,Northern Metropolitan
Ferntree Gully,7 Austin St,3,h,740000,Stockdale,2017-07-22,24.8,3.0,1.0,2.0,968.0,118.0,1955.0,Eastern Metropolitan
Footscray,16 Creswick St,3,h,900000,Sweeney,2017-07-22,5.1,3.0,1.0,3.0,312.0,106.0,1880.0,Western Metropolitan
Footscray,15 Greer St,4,h,1000000,Nelson,2017-07-22,5.1,4.0,2.0,1.0,180.0,206.0,1994.0,Western Metropolitan
Footscray,12 Jerrold St,4,h,891000,Sweeney,2017-07-22,5.1,4.0,1.0,3.0,446.0,101.7,1920.0,Western Metropolitan
Forest Hill,19 Victor Cr,3,h,1011000,McGrath,2017-07-22,15.4,3.0,1.0,1.0,590.0,114.0,1960.0,Eastern Metropolitan
Glen Waverley,32 Maylands Cr,5,h,1182000,Ray,2017-07-22,16.7,5.0,2.0,3.0,650.0,152.0,1975.0,Eastern Metropolitan
Glenroy,8 Granville St,3,h,940000,Stockdale,2017-07-22,11.2,3.0,2.0,5.0,627.0,173.0,1960.0,Northern Metropolitan
Hadfield,146 East St,4,h,741000,Nelson,2017-07-22,11.2,4.0,1.0,2.0,652.0,158.0,1960.0,Northern Metropolitan
Hadfield,99 Hilton St,3,h,550000,Eview,2017-07-22,11.2,3.0,1.0,2.0,325.0,100.0,1950.0,Northern Metropolitan
Heathmont,91 Campbell St,4,h,1270500,Philip,2017-07-22,21.3,4.0,2.0,3.0,801.0,180.0,1957.0,Eastern Metropolitan
Heathmont,61 Canterbury Rd,3,h,751000,Mandy,2017-07-22,21.3,3.0,1.0,2.0,693.0,129.0,1950.0,Eastern Metropolitan
Highett,10 Haynes St,4,h,1535000,Thomson,2017-07-22,16.0,4.0,2.0,2.0,719.0,719.0,1998.0,Southern Metropolitan
Hillside,93 Saronvale Cr,4,h,700000,Barry,2017-07-22,18.0,4.0,2.0,4.0,788.0,236.0,1995.0,Western Metropolitan
Hoppers Crossing,46 Bourke Cr,3,h,520000,LJ,2017-07-22,18.4,3.0,1.0,0.0,609.0,109.0,1986.0,Western Metropolitan
Hoppers Crossing,2 Burge Cr,4,h,650000,Triwest,2017-07-22,18.4,4.0,2.0,2.0,680.0,205.0,1985.0,Western Metropolitan
Jacana,12 Lorraine Cr,3,h,528000,RW,2017-07-22,14.0,3.0,1.0,3.0,588.0,92.0,1960.0,Northern Metropolitan
Keilor East,3 Border Dr,3,h,918000,Nelson,2017-07-22,11.7,3.0,2.0,2.0,669.0,166.0,2000.0,Western Metropolitan
Kings Park,261 Taylors Rd,3,h,565000,Ray,2017-07-22,14.0,3.0,2.0,3.0,543.0,106.9,1980.0,Western Metropolitan
Kurunjang,8 Carberry Dr,4,h,362000,hockingstuart,2017-07-22,31.7,4.0,2.0,2.0,685.0,141.0,1970.0,Northern Victoria
Lalor,69 Monash St,3,h,560000,Love,2017-07-22,16.3,3.0,1.0,2.0,535.0,104.0,1970.0,Northern Metropolitan
Maidstone,7 Churchill Av,3,h,681000,Biggin,2017-07-22,6.4,3.0,1.0,2.0,523.0,93.82,1950.0,Western Metropolitan
Maidstone,12 Inkerman St,3,h,1005000,Sweeney,2017-07-22,6.4,3.0,1.0,5.0,653.0,109.0,1930.0,Western Metropolitan
Maidstone,18 Pullar St,2,h,468000,Burnham,2017-07-22,6.4,2.0,1.0,2.0,312.0,89.0,1990.0,Western Metropolitan
Melton South,8 Charles Ct,3,h,326000,hockingstuart,2017-07-22,29.8,3.0,1.0,1.0,611.0,115.0,1985.0,Western Victoria
Mill Park,4 Streeton Cct,3,h,725000,Ray,2017-07-22,17.9,3.0,2.0,2.0,602.0,129.0,1980.0,Northern Metropolitan
Mitcham,11 Beaufort St,3,h,1101000,Ray,2017-07-22,17.2,3.0,1.0,2.0,774.0,132.6,1950.0,Eastern Metropolitan
Mulgrave,2 Kinkora Ct,3,h,755000,Ray,2017-07-22,18.8,3.0,2.0,2.0,197.0,132.0,2005.0,South-Eastern Metropolitan
Mulgrave,25 Morawa Dr,3,h,862000,Win,2017-07-22,18.8,3.0,2.0,2.0,246.0,3.0,2002.0,South-Eastern Metropolitan
Mulgrave,75 Wattle Gr,3,h,815500,Ray,2017-07-22,18.8,3.0,2.0,2.0,434.0,104.0,1960.0,South-Eastern Metropolitan
Newport,102 Market St,3,h,1100000,Williams,2017-07-22,6.2,3.0,2.0,3.0,449.0,154.3,1940.0,Western Metropolitan
Niddrie,8 Goble St,4,h,1130000,Nelson,2017-07-22,10.4,4.0,2.0,2.0,650.0,163.0,1975.0,Western Metropolitan
Niddrie,64 Muriel St,4,h,1006000,Brad,2017-07-22,10.4,4.0,2.0,1.0,270.0,178.74,2008.0,Western Metropolitan
Noble Park,371 Princes Hwy,3,h,650000,iSell,2017-07-22,22.7,3.0,1.0,1.0,603.0,130.0,1970.0,South-Eastern Metropolitan
Northcote,31 Gladstone Av,3,h,1335000,Nelson,2017-07-22,5.3,3.0,1.0,1.0,390.0,112.0,1920.0,Northern Metropolitan
Oakleigh South,44 Golf Rd,4,h,1390000,Buxton,2017-07-22,15.5,4.0,2.0,2.0,558.0,243.0,2010.0,South-Eastern Metropolitan
Pakenham,1 Loxton Wy,4,h,643500,C21,2017-07-22,47.3,4.0,2.0,2.0,600.0,300.0,2010.0,Eastern Victoria
Preston,27 Pender St,3,h,980000,Harrington,2017-07-22,8.4,3.0,1.0,3.0,397.0,107.0,1925.0,Northern Metropolitan
Reservoir,9/23 Ashley St,2,h,320000,Ray,2017-07-22,12.0,2.0,1.0,1.0,89.0,65.0,1965.0,Northern Metropolitan
Reservoir,11 Knox St,5,h,1282500,Nelson,2017-07-22,12.0,5.0,2.0,2.0,499.0,251.0,2015.0,Northern Metropolitan
Ringwood,26 Major St,3,h,882500,hockingstuart,2017-07-22,19.9,3.0,2.0,2.0,918.0,145.0,1975.0,Eastern Metropolitan
Ringwood,3 Sang Ct,3,h,910000,Philip,2017-07-22,19.9,3.0,2.0,2.0,651.0,162.0,1977.0,Eastern Metropolitan
Sandringham,124 Abbott St,3,h,1651000,Buxton,2017-07-22,15.2,3.0,2.0,1.0,390.0,125.0,1950.0,Southern Metropolitan
Scoresby,72 Arnold Dr,4,h,1040000,Purplebricks,2017-07-22,22.2,4.0,2.0,2.0,1134.0,152.0,1970.0,Eastern Metropolitan
Scoresby,17 Walsh Av,4,h,1120000,Noel,2017-07-22,22.2,4.0,2.0,2.0,960.0,179.0,1985.0,Eastern Metropolitan
South Morang,102 Vincent Dr,3,h,500000,Harcourts,2017-07-22,20.5,3.0,2.0,2.0,330.0,118.0,2008.0,Northern Metropolitan
Springvale South,5 Gwent St,3,h,700000,iSell,2017-07-22,22.2,3.0,1.0,2.0,638.0,105.0,1980.0,South-Eastern Metropolitan
Strathmore,10 Fenacre St,4,h,1220000,Nelson,2017-07-22,8.2,4.0,1.0,2.0,750.0,185.0,1960.0,Western Metropolitan
Sunbury,315 Elizabeth Dr,3,h,500000,YPA,2017-07-22,31.7,3.0,1.0,3.0,678.0,127.0,1975.0,Western Metropolitan
Sunbury,11 Gruner St,3,h,438000,YPA,2017-07-22,31.7,3.0,1.0,4.0,606.0,96.0,1994.0,Western Metropolitan
Sydenham,7 Argyll St,4,h,740000,Purplebricks,2017-07-22,18.0,4.0,2.0,2.0,1017.0,156.0,2000.0,Western Metropolitan
Tarneit,26 Bradman Dr,4,h,463500,hockingstuart,2017-07-22,18.4,4.0,2.0,2.0,371.0,156.0,2006.0,Western Metropolitan
Tarneit,30 Cobram St,3,h,530000,hockingstuart,2017-07-22,18.4,3.0,2.0,2.0,400.0,153.0,2009.0,Western Metropolitan
Tarneit,7 Vive St,3,h,446000,Sweeney,2017-07-22,18.4,3.0,2.0,2.0,326.0,162.0,2012.0,Western Metropolitan
Taylors Hill,55 Bloomsbury Dr,3,h,520000,Barry,2017-07-22,18.0,3.0,2.0,2.0,389.0,161.0,2005.0,Western Metropolitan
Taylors Hill,20 Hobart Wy,3,h,530000,YPA,2017-07-22,18.0,3.0,2.0,1.0,343.0,119.0,2011.0,Western Metropolitan
Taylors Hill,6 Hobart Wy,5,h,725500,Barry,2017-07-22,18.0,5.0,3.0,2.0,450.0,260.0,2011.0,Western Metropolitan
Templestowe,32 Hillhouse Rd,4,h,1275000,Barry,2017-07-22,15.5,4.0,2.0,2.0,812.0,33.0,0.0,Eastern Metropolitan
Templestowe Lower,46 Feathertop Av,4,h,1215000,hockingstuart,2017-07-22,12.4,4.0,2.0,4.0,729.0,240.0,1970.0,Eastern Metropolitan
Thomastown,24 Banksia Av,3,h,651000,Harcourts,2017-07-22,15.3,3.0,1.0,2.0,526.0,116.0,1970.0,Northern Metropolitan
Thomastown,14 Marjory St,3,h,631000,Harcourts,2017-07-22,15.3,3.0,1.0,2.0,584.0,121.0,1965.0,Northern Metropolitan
Thornbury,105 Fyffe St,3,h,1110000,McGrath,2017-07-22,7.0,3.0,1.0,0.0,396.0,113.0,1930.0,Northern Metropolitan
Tullamarine,56 Broadmeadows Rd,3,h,822000,Jason,2017-07-22,12.9,3.0,1.0,1.0,778.0,112.0,1960.0,Western Metropolitan
Vermont,88 Boronia Rd,3,h,988000,Fletchers,2017-07-22,17.2,3.0,1.0,1.0,653.0,119.0,1970.0,Eastern Metropolitan
Watsonia,18 Barry St,3,h,830000,Barry,2017-07-22,14.5,3.0,1.0,1.0,598.0,104.4,1975.0,Northern Metropolitan
Watsonia North,27 Kurrajong Cr,3,h,710000,Ray,2017-07-22,14.5,3.0,1.0,2.0,600.0,115.0,1974.0,Northern Metropolitan
Werribee,8 Centenary Cr,3,h,383000,Greg,2017-07-22,14.7,3.0,1.0,2.0,548.0,95.0,1960.0,Western Metropolitan
Werribee,5 Flourish Wy,4,h,463000,hockingstuart,2017-07-22,14.7,4.0,2.0,2.0,358.0,148.0,2012.0,Western Metropolitan
Werribee,3 Parramatta Rd,3,h,452000,Biggin,2017-07-22,14.7,3.0,1.0,3.0,567.0,121.0,1980.0,Western Metropolitan
Werribee,17 Timbarra Dr,4,h,665000,hockingstuart,2017-07-22,14.7,4.0,2.0,2.0,520.0,201.0,2014.0,Western Metropolitan
Werribee,6 Troup Ct,3,h,485000,Reliance,2017-07-22,14.7,3.0,1.0,1.0,633.0,88.0,1960.0,Western Metropolitan
Werribee,17 Xavier Ct,4,h,510000,YPA,2017-07-22,14.7,4.0,2.0,1.0,531.0,147.0,2003.0,Western Metropolitan
West Footscray,16 Market St,3,h,850000,Jas,2017-07-22,6.4,3.0,1.0,2.0,269.0,111.0,1910.0,Western Metropolitan
Williamstown,22 Hotham St,4,h,1440000,Williams,2017-07-22,6.8,4.0,2.0,0.0,240.0,170.0,1900.0,Western Metropolitan
Yarra Glen,15 Yarra St,3,h,620000,Buckingham,2017-07-22,31.4,3.0,2.0,1.0,863.0,180.56,1975.0,Northern Victoria
Yarraville,61 Eirene St,2,h,900000,Sweeney,2017-07-22,6.3,2.0,1.0,3.0,463.0,123.5,1940.0,Western Metropolitan
Yarraville,30 Freame St,4,h,1407000,Village,2017-07-22,6.3,4.0,2.0,2.0,446.0,152.0,1955.0,Western Metropolitan
Albanvale,10 Elinga Ct,3,h,555000,Sweeney,2017-07-29,14.0,3.0,1.0,3.0,566.0,126.0,1980.0,Western Metropolitan
Ardeer,1 Chelsey St,3,h,627000,Barry,2017-07-29,12.8,3.0,1.0,2.0,697.0,102.0,1960.0,Western Metropolitan
Ashwood,7 Barrington Dr,4,h,1540000,Jellis,2017-07-29,10.2,4.0,2.0,3.0,668.0,205.0,1970.0,Southern Metropolitan
Balwyn,27 Burroughs Rd,5,h,3812000,VICProp,2017-07-29,7.9,5.0,4.0,2.0,729.0,1.0,2012.0,Southern Metropolitan
Balwyn North,12 Maud St,4,h,1755000,Jellis,2017-07-29,9.7,4.0,2.0,2.0,605.0,155.0,1938.0,Southern Metropolitan
Bayswater,592 Mountain Hwy,3,h,606000,McGrath,2017-07-29,23.2,3.0,1.0,1.0,424.0,94.0,1970.0,Eastern Metropolitan
Berwick,33 Jane St,3,h,620000,C21,2017-07-29,35.2,3.0,1.0,2.0,792.0,101.0,1970.0,Eastern Victoria
Boronia,15 New St,4,h,770000,Noel,2017-07-29,25.0,4.0,2.0,2.0,723.0,1.0,1970.0,Eastern Metropolitan
Broadmeadows,18 Katunga Cr,4,h,706000,YPA,2017-07-29,14.0,4.0,1.0,4.0,752.0,115.0,1960.0,Northern Metropolitan
Brookfield,30 Pinrush Rd,4,h,456000,Reliance,2017-07-29,29.8,4.0,2.0,2.0,576.0,189.0,2010.0,Western Victoria
Brunswick,1/46 Davies St,2,h,650000,Jellis,2017-07-29,5.2,2.0,1.0,1.0,108.0,70.0,1970.0,Northern Metropolitan
Brunswick East,1/51 Brunswick Rd,2,h,620000,Nicholson,2017-07-29,4.0,2.0,1.0,1.0,123.0,79.0,1960.0,Northern Metropolitan
Brunswick East,3/51 Brunswick Rd,2,h,683000,Nicholson,2017-07-29,4.0,2.0,1.0,1.0,0.0,91.0,1970.0,Northern Metropolitan
Brunswick East,2/38 Ethel St,2,h,501000,Jellis,2017-07-29,4.0,2.0,1.0,1.0,71.0,47.0,1970.0,Northern Metropolitan
Brunswick West,17 Cohuna St,2,h,1150000,Jellis,2017-07-29,5.2,2.0,1.0,1.0,539.0,107.0,1940.0,Northern Metropolitan
Cairnlea,16 Westbury St,3,h,640000,HAR,2017-07-29,14.8,3.0,2.0,2.0,316.0,170.0,2008.0,Western Metropolitan
Camberwell,6 Regent St,4,h,2500000,Fletchers,2017-07-29,7.7,4.0,2.0,3.0,947.0,225.0,1930.0,Southern Metropolitan
Carrum,29 Whatley St,3,h,625000,Buxton,2017-07-29,31.2,3.0,2.0,1.0,379.0,170.0,1950.0,South-Eastern Metropolitan
Carrum Downs,9 Pinewood Dr,3,h,480000,Harcourts,2017-07-29,34.9,3.0,1.0,0.0,528.0,106.0,1981.0,South-Eastern Metropolitan
Chelsea Heights,11 Rebecca Cl,5,h,835500,Ray,2017-07-29,27.0,5.0,5.0,4.0,570.0,243.0,1990.0,South-Eastern Metropolitan
Cheltenham,22 Cavanagh St,4,h,1740000,O'Brien,2017-07-29,17.9,4.0,2.0,2.0,721.0,283.0,2010.0,Southern Metropolitan
Coburg,68 Marks St,4,h,1400000,Nelson,2017-07-29,6.7,4.0,2.0,2.0,426.0,165.0,1930.0,Northern Metropolitan
Coburg,34 Soudan St,2,h,996000,Nelson,2017-07-29,6.7,2.0,1.0,1.0,476.0,97.0,1930.0,Northern Metropolitan
Coburg North,17 Delta Av,4,h,1011000,Nelson,2017-07-29,6.7,4.0,2.0,2.0,500.0,145.0,1930.0,Northern Metropolitan
Craigieburn,15 Champion Pde,4,h,510000,LJ,2017-07-29,20.6,4.0,2.0,1.0,336.0,83.0,2014.0,Northern Metropolitan
Craigieburn,10 Olympic Wy,4,h,590000,YPA,2017-07-29,20.6,4.0,2.0,2.0,512.0,200.71,2007.0,Northern Metropolitan
Craigieburn,66 Willmott Dr,3,h,390000,Ray,2017-07-29,20.6,3.0,1.0,1.0,301.0,109.0,2001.0,Northern Metropolitan
Cranbourne North,13 Cumquat Ct,4,h,500000,Ray,2017-07-29,34.7,4.0,2.0,0.0,579.0,149.0,1990.0,South-Eastern Metropolitan
Croydon Hills,24 County Tce,4,h,1020000,Jellis,2017-07-29,23.0,4.0,2.0,2.0,560.0,253.0,0.0,Eastern Metropolitan
Doncaster,10 Wilsons Rd,3,h,1420000,Barry,2017-07-29,12.4,3.0,1.0,2.0,721.0,130.0,1965.0,Eastern Metropolitan
Doncaster East,21 Runnymede St,3,h,1460000,Biggin,2017-07-29,14.3,3.0,1.0,2.0,660.0,117.0,1965.0,Eastern Metropolitan
Doveton,49 Kanooka Gr,3,h,450000,Stockdale,2017-07-29,28.8,3.0,1.0,0.0,585.0,85.0,1960.0,South-Eastern Metropolitan
Eltham North,15 Highpoint Cr,4,h,920000,Buckingham,2017-07-29,18.0,4.0,3.0,2.0,1503.0,209.0,1980.0,Eastern Metropolitan
Emerald,35 Kings Rd,2,h,655000,Kaye,2017-07-29,36.9,2.0,1.0,0.0,1000.0,81.79,1980.0,Eastern Victoria
Endeavour Hills,44 Denton Dr,3,h,630000,O'Brien,2017-07-29,28.5,3.0,2.0,2.0,581.0,128.0,1985.0,South-Eastern Metropolitan
Endeavour Hills,9 Knight Ct,3,h,676000,O'Brien,2017-07-29,28.5,3.0,2.0,3.0,810.0,114.0,1980.0,South-Eastern Metropolitan
Epping,19 Lotus Ct,4,h,658000,hockingstuart,2017-07-29,19.6,4.0,2.0,2.0,571.0,200.0,1997.0,Northern Metropolitan
Epping,13 Manley St,3,h,500000,Darren,2017-07-29,19.6,3.0,2.0,2.0,321.0,130.0,2011.0,Northern Metropolitan
Epping,8 Shields St,3,h,560000,HAR,2017-07-29,19.6,3.0,2.0,1.0,390.0,147.0,2007.0,Northern Metropolitan
Fairfield,9 Rushall St,3,h,1800000,Jellis,2017-07-29,5.7,3.0,1.0,2.0,697.0,112.0,1925.0,Northern Metropolitan
Ferntree Gully,3 Hooker Rd,3,h,861000,Ray,2017-07-29,24.8,3.0,2.0,1.0,720.0,162.0,1960.0,Eastern Metropolitan
Ferntree Gully,72 Ormonde Rd,4,h,890000,Ray,2017-07-29,24.8,4.0,2.0,2.0,659.0,177.0,1992.0,Eastern Metropolitan
Frankston,55 Margate Av,4,h,680000,hockingstuart,2017-07-29,38.0,4.0,2.0,3.0,767.0,210.0,1980.0,South-Eastern Metropolitan
Frankston North,7 Wirilda Cr,3,h,570000,C21,2017-07-29,36.9,3.0,1.0,4.0,632.0,104.0,1960.0,Eastern Victoria
Frankston South,90 Yuille St,4,h,945000,Bowman,2017-07-29,38.0,4.0,2.0,2.0,694.0,265.0,2009.0,South-Eastern Metropolitan
Glenroy,20A Apsley St,3,h,820000,Stockdale,2017-07-29,11.2,3.0,1.0,4.0,650.0,135.0,1950.0,Northern Metropolitan
Glenroy,69 Melbourne Av,3,h,680000,FN,2017-07-29,11.2,3.0,1.0,1.0,422.0,104.0,1960.0,Northern Metropolitan
Greensborough,50 Albion Cr,4,h,770000,Darren,2017-07-29,16.1,4.0,2.0,2.0,789.0,169.0,1975.0,Northern Metropolitan
Greensborough,12 Yangoora Pl,4,h,900000,Morrison,2017-07-29,16.1,4.0,3.0,1.0,807.0,190.0,1975.0,Northern Metropolitan
Highett,46 Wilson St,2,h,1150000,hockingstuart,2017-07-29,16.0,2.0,1.0,2.0,591.0,100.0,1950.0,Southern Metropolitan
Hillside,20 Viridian Dr,4,h,618350,YPA,2017-07-29,18.0,4.0,2.0,2.0,542.0,221.0,2009.0,Western Metropolitan
Hoppers Crossing,7 Brooke Ct,3,h,540000,Ray,2017-07-29,18.4,3.0,2.0,2.0,580.0,200.0,1990.0,Western Metropolitan
Ivanhoe,25 Fairy St,4,h,2530000,Miles,2017-07-29,7.8,4.0,2.0,0.0,637.0,306.0,1936.0,Eastern Metropolitan
Keilor Park,45 Collinson St,3,h,750000,Nelson,2017-07-29,10.4,3.0,2.0,2.0,761.0,222.0,1980.0,Western Metropolitan
Keilor Park,26 Snow St,5,h,765000,McDonald,2017-07-29,10.4,5.0,3.0,4.0,650.0,178.0,1970.0,Western Metropolitan
Kew,11 Raheen Dr,4,h,3015000,Jellis,2017-07-29,5.4,4.0,2.0,2.0,813.0,276.0,1970.0,Southern Metropolitan
Keysborough,28 Eildon Dr,3,h,745000,Biggin,2017-07-29,25.2,3.0,1.0,4.0,540.0,108.0,1980.0,South-Eastern Metropolitan
Kurunjang,55 Dunvegan Dr,3,h,375000,hockingstuart,2017-07-29,31.7,3.0,2.0,1.0,637.0,131.0,1980.0,Northern Victoria
Lalor,168 Darebin Dr,3,h,544000,Langwell,2017-07-29,16.3,3.0,1.0,2.0,534.0,129.0,1960.0,Northern Metropolitan
Lalor,52 Monash St,3,h,580500,Love,2017-07-29,16.3,3.0,1.0,1.0,532.0,934.0,1980.0,Northern Metropolitan
Meadow Heights,19 Papworth Pl,3,h,510000,Barry,2017-07-29,17.4,3.0,1.0,1.0,670.0,101.0,1960.0,Northern Metropolitan
Melton South,48 Manson Dr,3,h,385000,YPA,2017-07-29,29.8,3.0,1.0,2.0,670.0,124.0,1975.0,Western Victoria
Melton West,20 Linlithgow Wy,4,h,427500,hockingstuart,2017-07-29,31.7,4.0,1.0,2.0,865.0,129.92,1980.0,Northern Victoria
Mill Park,14 Jasmine Dr,3,h,668000,Ray,2017-07-29,17.9,3.0,2.0,1.0,555.0,196.0,1990.0,Northern Metropolitan
Mill Park,14 Medlar Ct,3,h,650000,Ray,2017-07-29,17.9,3.0,2.0,1.0,661.0,141.0,1990.0,Northern Metropolitan
Mill Park,2 Mimosa Rd,2,h,490000,Stockdale,2017-07-29,17.9,2.0,1.0,2.0,374.0,100.0,0.0,Northern Metropolitan
Moonee Ponds,90 Bent St,4,h,1400000,Hodges,2017-07-29,6.2,4.0,2.0,1.0,375.0,200.0,1930.0,Western Metropolitan
Mooroolbark,149 Manchester Rd,3,h,696000,Fletchers,2017-07-29,26.5,3.0,1.0,2.0,886.0,120.0,1960.0,Eastern Victoria
Mount Waverley,16 Walker Rd,3,h,1406000,Ray,2017-07-29,14.2,3.0,2.0,2.0,660.0,133.0,1960.0,Eastern Metropolitan
Mulgrave,35 Bevis St,3,h,9000000,Hall,2017-07-29,18.8,3.0,1.0,1.0,744.0,117.0,1960.0,South-Eastern Metropolitan
Mulgrave,5 Grainger Ct,3,h,1001000,Harcourts,2017-07-29,18.8,3.0,1.0,2.0,727.0,168.0,1970.0,South-Eastern Metropolitan
Murrumbeena,33 Weeroona Rd,3,h,1965000,Ray,2017-07-29,10.1,3.0,2.0,3.0,926.0,58.0,0.0,Southern Metropolitan
Noble Park,38 Dunblane Rd,3,h,695000,Barry,2017-07-29,22.7,3.0,1.0,1.0,671.0,142.0,1950.0,South-Eastern Metropolitan
Northcote,30 Johnson St,4,h,1515000,Jellis,2017-07-29,5.3,4.0,1.0,2.0,318.0,161.0,1920.0,Northern Metropolitan
Oak Park,15 Nerissa Gr,4,h,1300000,Woodards,2017-07-29,11.2,4.0,2.0,2.0,866.0,175.0,1960.0,Northern Metropolitan
Oak Park,88 Vincent St,4,h,1260000,Considine,2017-07-29,11.2,4.0,2.0,2.0,656.0,204.0,1960.0,Northern Metropolitan
Pascoe Vale,61 Pardy St,3,h,940000,hockingstuart,2017-07-29,8.5,3.0,1.0,1.0,559.0,109.0,1955.0,Northern Metropolitan
Point Cook,23 Boathaven Rd,4,h,620000,hockingstuart,2017-07-29,14.7,4.0,2.0,2.0,448.0,238.0,2011.0,Western Metropolitan
Port Melbourne,83 Evans St,2,h,1722500,Marshall,2017-07-29,3.5,2.0,1.0,0.0,101.0,75.0,1900.0,Southern Metropolitan
Preston,20 Austral Av,4,h,1485000,McGrath,2017-07-29,8.4,4.0,1.0,2.0,509.0,202.0,1920.0,Northern Metropolitan
Ringwood East,23 Rosedale Cr,3,h,1400000,HAR,2017-07-29,21.3,3.0,2.0,4.0,941.0,97.0,1950.0,Eastern Metropolitan
Roxburgh Park,13 McKinley Dr,3,h,460000,YPA,2017-07-29,20.6,3.0,2.0,3.0,266.0,153.0,2000.0,Northern Metropolitan
Roxburgh Park,10 Sheridan Wy,3,h,490000,Ray,2017-07-29,20.6,3.0,2.0,2.0,400.0,143.0,1996.0,Northern Metropolitan
Sandringham,6 Duff St,4,h,1660000,hockingstuart,2017-07-29,15.2,4.0,2.0,2.0,390.0,235.0,2004.0,Southern Metropolitan
Sandringham,1/10 Reno Rd,4,h,1235000,Hodges,2017-07-29,15.2,4.0,2.0,2.0,404.0,165.0,1925.0,Southern Metropolitan
Seaford,18 Catron St,4,h,870000,hockingstuart,2017-07-29,35.4,4.0,2.0,2.0,771.0,160.0,1965.0,South-Eastern Metropolitan
Seaford,13 Hayman Av,4,h,880000,O'Brien,2017-07-29,35.4,4.0,2.0,2.0,535.0,199.0,1970.0,South-Eastern Metropolitan
Seddon,2/70 Windsor St,2,h,945000,Village,2017-07-29,5.1,2.0,1.0,1.0,126.0,65.0,1890.0,Western Metropolitan
South Melbourne,372 Coventry St,2,h,980000,Marshall,2017-07-29,1.9,2.0,1.0,0.0,64.0,112.0,2000.0,Southern Metropolitan
South Morang,7 Loveridge Wy,4,h,561000,Ray,2017-07-29,20.5,4.0,2.0,1.0,229.0,156.0,0.0,Northern Metropolitan
Sunbury,19 Muirfield Dr,3,h,475000,Leeburn,2017-07-29,31.7,3.0,1.0,4.0,754.0,131.0,1985.0,Western Metropolitan
Sunbury,26 Xavier Ct,3,h,495000,One,2017-07-29,31.7,3.0,2.0,2.0,563.0,150.0,1994.0,Western Metropolitan
Sunshine West,2 Day St,3,h,695000,Barry,2017-07-29,10.5,3.0,1.0,0.0,694.0,113.6,1950.0,Western Metropolitan
Sunshine West,73 Hilma St,3,h,760000,Barry,2017-07-29,10.5,3.0,1.0,2.0,1143.0,100.0,1980.0,Western Metropolitan
Sunshine West,18 Marchant Cr,3,h,583500,S&L,2017-07-29,10.5,3.0,1.0,1.0,672.0,110.0,1970.0,Western Metropolitan
Sydenham,23 Contursi Dr,3,h,585000,Prof.,2017-07-29,18.0,3.0,2.0,2.0,662.0,232.0,2004.0,Western Metropolitan
Templestowe Lower,51 Jeffrey St,3,h,1245000,Barry,2017-07-29,12.4,3.0,2.0,2.0,779.0,135.0,1970.0,Eastern Metropolitan
Templestowe Lower,13 Melaleuca Av,6,h,2000000,Barry,2017-07-29,12.4,6.0,3.0,2.0,1054.0,235.0,1970.0,Eastern Metropolitan
Thornbury,13 Rayment St,3,h,891000,Nelson,2017-07-29,7.0,3.0,2.0,2.0,199.0,140.0,1999.0,Northern Metropolitan
Tullamarine,1/171 Melrose Dr,3,h,615500,hockingstuart,2017-07-29,12.9,3.0,2.0,1.0,238.0,118.0,2011.0,Western Metropolitan
Wantirna South,11 Kirrum Cl,5,h,1310000,Harcourts,2017-07-29,14.7,5.0,3.0,2.0,818.0,255.0,1985.0,Eastern Metropolitan
Werribee,18 Conquest Dr,4,h,645000,hockingstuart,2017-07-29,14.7,4.0,2.0,2.0,555.0,237.0,2002.0,Western Metropolitan
Werribee,46 Coventry Dr,4,h,482500,YPA,2017-07-29,14.7,4.0,2.0,0.0,533.0,170.0,1980.0,Western Metropolitan
Westmeadows,43 Bamford Av,4,h,821000,YPA,2017-07-29,16.5,4.0,3.0,2.0,544.0,264.0,1997.0,Northern Metropolitan
